it	0
It	1
pretty_usual_here	2
red_hot_pepper	3
oddly_familiar	4
other_rooms_in_building	5
raw_potato_on_counter	6
sliced_purple_potato_on_counter	7
though_superficially_different	8
sliced_fried_pork_chop_on_counter	9
roasted_yellow_bell_pepper	10
as_only_different_from_other_rooms	11
as_though_different_from_other_rooms	12
empty	13
roasted_pepper	14
red_pepper	15
massive	16
carrot_on_counter	17
roasted_red_pepper	18
as_though_different_from_rooms_in_building	19
though_only_different_from_other_rooms	20
room	21
building	22
chopped_carrot	23
yellow_potato	24
potato_on_stove	25
though_superficially_different_from_rooms	26
as_though_only_different_from_other_rooms	27
as_though_only_superficially_different_from_rooms_in_building	28
as_though_superficially_different_from_rooms_in_building	29
hot_pepper_on_stove	30
as_though_different	31
burned_potato	32
as_only_superficially_different_from_other_rooms	33
superficially_different_from_other_rooms_in_building	34
lit	35
sliced_purple_potato	36
place	37
pork_chop_on_counter	38
fried_potato_on_counter	39
different	40
dice_red_apple	41
though_different_from_other_rooms_in_building	42
though_superficially_different_from_rooms_in_building	43
block_of_cheese_on_stove	44
fried_potato	45
block_of_cheese	46
raw_yellow_potato_on_counter	47
rooms_in_building	48
as_though_only_different_from_rooms	49
sliced_fried_purple_potato_on_stove	50
like_counter	51
raw_purple_potato	52
as_different_from_other_rooms	53
different_from_rooms_in_building	54
thing	55
as_only_superficially_different_from_rooms	56
only_superficially_different	57
fried_yellow_bell_pepper	58
roasted_hot_pepper_on_stove	59
I	60
apple	61
table	62
though_superficially_different_from_other_rooms_in_building	63
parsley_on_counter	64
as_only_superficially_different_from_rooms_in_building	65
bell_pepper	66
pork_chop	67
Here	68
yellow_bell_pepper_on_counter	69
as_only_superficially_different	70
knife	71
knife_on_counter	72
roasted_red_hot_pepper_on_stove	73
familiar	74
kitchen	75
pepper	76
roasted_red_pepper_on_stove	77
sliced_fried_potato	78
fried_purple_potato	79
pretty_fitting	80
fried_pork_chop	81
red_hot_pepper_on_stove	82
as_though_different_from_other_rooms_in_building	83
though_only_superficially_different_from_other_rooms	84
sliced_purple_potato_on_stove	85
apple_on_table	86
to_usual_here	87
as_though_only_superficially_different_from_rooms	88
secret_button	89
fried_pork_chop_on_counter	90
hot_pepper	91
name	92
though_only_superficially_different_from_rooms_in_building	93
only_different_from_other_rooms	94
as_only_superficially_different_from_other_rooms_in_building	95
only_different_from_rooms_in_building	96
as_though_superficially_different_from_other_rooms	97
superficially_different_from_rooms	98
potato	99
cookbook_on_counter	100
if_you_'re_looking_for_counter	101
as_different	102
sliced_potato	103
only_superficially_different_from_other_rooms	104
though_only_superficially_different	105
fried_apple	106
only_different_from_rooms	107
slice_red_apple	108
dice_purple_potato	109
though_different_from_rooms	110
though_different_from_rooms_in_building	111
superficially_different_from_other_rooms	112
to_pretty_usual_here	113
to_pretty_usual	114
usual_here	115
as_though_only_superficially_different	116
roasted_hot_pepper	117
only_superficially_different_from_rooms	118
yellow_potato_on_counter	119
purple_potato	120
wall	121
You	122
fried_yellow_bell_pepper_on_counter	123
roasted_bell_pepper	124
red_apple_on_table	125
TextWorld	126
sliced_fried_pork_chop	127
chopped_fried_carrot_on_counter	128
if_you_'re_looking	129
you	130
sliced_potato_on_stove	131
as_though_only_superficially_different_from_other_rooms_in_building	132
fried_bell_pepper	133
chopped_carrot_on_counter	134
would_have_cool	135
stove	136
as_though_only_different_from_other_rooms_in_building	137
as_though_only_superficially_different_from_other_rooms	138
purple_potato_on_counter	139
fried_red_apple	140
sliced_fried_purple_potato	141
would_have_so_cool	142
superficially_different	143
only_superficially_different_from_rooms_in_building	144
as_superficially_different_from_rooms	145
burned_yellow_potato	146
raw_potato	147
though_only_different	148
you_'re_looking_for_counter	149
button	150
superficially_different_from_rooms_in_building	151
block	152
as_different_from_rooms	153
sliced_fried_purple_potato_on_counter	154
fridge	155
red_apple	156
though_only_different_from_other_rooms_in_building	157
parsley	158
raw_purple_potato_on_stove	159
fried_bell_pepper_on_counter	160
floor	161
as_superficially_different_from_other_rooms_in_building	162
slice_purple_potato	163
though_only_different_from_rooms	164
as_though_only_different	165
as_though_superficially_different_from_other_rooms_in_building	166
to_empty	167
though_only_superficially_different_from_rooms	168
cookbook_on_stove	169
as_superficially_different_from_rooms_in_building	170
fried_potato_on_stove	171
as_only_different	172
someone	173
sliced_fried_potato_on_counter	174
as_only_different_from_rooms	175
empty_unfortunately	176
pretty_usual	177
slice_parsley	178
everything	179
different_from_other_rooms_in_building	180
other_rooms	181
true	182
usual	183
well_lit	184
as_only_different_from_other_rooms_in_building	185
as_though_only_different_from_rooms_in_building	186
sliced_potato_on_counter	187
dice_red_hot_pepper	188
as_though_superficially_different	189
they	190
oven	191
as_superficially_different	192
yellow_bell_pepper	193
though_different	194
potato_on_counter	195
as_different_from_rooms_in_building	196
dice_parsley	197
bell_pepper_on_counter	198
block_on_stove	199
though_only_superficially_different_from_other_rooms_in_building	200
pepper_on_stove	201
closed_oven	202
rooms	203
as_different_from_other_rooms_in_building	204
to_usual	205
as_though_superficially_different_from_rooms	206
counter	207
carrot	208
fried_purple_potato_on_counter	209
sliced_fried_potato_on_stove	210
slice_yellow_potato	211
slice_red_hot_pepper	212
dice_yellow_potato	213
roasted_pepper_on_stove	214
parsley_on_stove	215
raw_yellow_potato	216
red_pepper_on_stove	217
different_from_rooms	218
though_only_different_from_rooms_in_building	219
like_fridge	220
raw_purple_potato_on_counter	221
chopped_fried_carrot	222
sliced_pork_chop_on_counter	223
though_different_from_other_rooms	224
as_though_different_from_rooms	225
only_superficially_different_from_other_rooms_in_building	226
fitting	227
cookbook	228
fried_carrot_on_counter	229
as_superficially_different_from_other_rooms	230
fried_carrot	231
different_from_other_rooms	232
as_only_different_from_rooms_in_building	233
cookbook_on_table	234
you_'re_looking	235
sliced_pork_chop	236
roasted_red_hot_pepper	237
though_superficially_different_from_other_rooms	238
only_different_from_other_rooms_in_building	239
only_different	240
fried_purple_potato_on_stove	241
purple_potato_on_stove	242
